bridge_deck,dew_point,wind_chill,wet_bulb,air_temp,relative_humidity,wind_speed
9.17,4.78,5.47,6.01,7.18,84.74,2.28
12.92,-2.74,5.05,3.16,7.18,49.35,3.03
10.95,0.94,3.32,4.42,7.18,64.52,6.85
11.07,-0.52,6.79,3.89,7.18,58.09,1.28
7.89,-7.34,4.95,1.91,7.18,34.87,3.32
9.46,-4.89,4.07,2.53,7.18,42.02,4.61
4.02,-0.36,4.21,3.94,7.19,58.73,4.9
8.89,-8.05,3.41,1.76,7.19,32.99,6.81
8.97,-6.93,4.86,2.01,7.19,35.94,3.36
9.74,-0.09,5.65,4.06,7.19,59.9,2.38
8.9,-0.42,6.18,3.93,7.2,58.44,1.75
5.71,-12.17,5.26,0.95,7.2,23.8,2.93
5.41,-7.26,5.15,1.95,7.2,35.02,2.95
5.6,-7.51,5.24,1.89,7.2,34.35,2.79
5.74,-7.51,5.03,1.89,7.2,34.35,3.51
4.72,-5.81,5.2,2.29,7.21,39.12,2.72
5.98,-2.65,4.62,3.21,7.21,49.57,3.97
6.28,-2.92,5.07,3.11,7.21,48.59,3.25
11.79,-5.85,3.76,2.31,7.22,38.97,6.14
7.97,-6.44,4.15,2.14,7.22,37.26,5.75
5.64,-3.44,3.42,2.96,7.22,46.73,6.43
12.88,-1.21,7.11,3.69,7.22,55.06,0.94
5.93,0.56,7.27,4.3,7.22,62.63,1.03
14.87,-1.61,5.07,3.55,7.22,53.47,3.33
14.8,-1.85,4.82,3.46,7.23,52.5,2.92
8.39,-0.83,5.79,3.81,7.23,56.6,2.12
12.82,-2.97,5.59,3.12,7.23,48.33,2.5
10.23,0.55,2.66,4.29,7.23,62.57,9.72
9.29,-0.13,7.44,4.06,7.24,59.51,0.84
7.9,0.41,7.18,4.26,7.24,61.92,1.08
5.85,0.64,6.92,4.34,7.24,62.94,1.17
14.42,-1.53,4.88,3.59,7.24,53.73,3.58
7.62,-1.34,5.74,3.65,7.25,54.46,2.21
7.41,0.75,6.93,4.39,7.25,63.4,1.25
8.75,-6.93,4.9,2.04,7.25,35.8,3.35
9.22,-16.99,4.23,0.28,7.26,15.96,4.89
7.91,-3.66,7.44,2.93,7.26,45.84,1.69
13.29,1.59,4.79,4.71,7.26,67.29,3.74
10.72,-4.14,5.5,2.78,7.26,44.23,2.58
11.02,-3.9,5.19,2.85,7.26,45,3.04
4.85,-3.02,5.98,3.11,7.26,48.07,2.16
8.21,-7.05,5.1,2.02,7.26,35.43,3.04
14.84,-2.84,4.49,3.19,7.27,48.66,4
10.07,-3.59,5.19,2.95,7.27,46.05,3.08
9.26,0.06,6.19,4.15,7.27,60.23,1.78
9.52,0.04,5.57,4.15,7.27,60.09,2.4
9.44,-14.07,3.68,0.64,7.28,20.3,5.99
7.45,-11.63,6,1.12,7.28,24.72,2.02
8.52,-8.24,3.35,1.77,7.28,32.29,6.36
13.58,-1.14,4.68,3.74,7.28,55.11,4.21
4.47,-6.06,5.47,2.27,7.29,38.16,2.73
4.54,-5.91,5.57,2.31,7.29,38.61,2.72
5.84,-11.34,4.91,1.12,7.3,25.28,3.92
4.6,-5.88,5.31,2.33,7.3,38.68,2.74
4.97,-5.2,4.61,2.49,7.3,40.71,4.47
5.44,-9.81,4.82,1.44,7.3,28.53,4.09
6.12,-2.76,4.86,3.22,7.3,48.84,3.47
9.77,-2.29,5.6,3.36,7.3,50.58,2.62
9.83,-10.94,4.7,1.21,7.31,26.07,3.67
5.48,-7.19,4.61,2.01,7.31,34.95,4.3
6.35,-6.38,5.06,2.2,7.31,37.18,3.08
3.81,-6.67,4.16,2.14,7.31,36.39,5.66
4.1,-0.35,4.28,4.01,7.31,58.29,5.15
8.7,-14.02,3.36,0.67,7.32,20.33,7.62
12.48,-2.96,5.71,3.17,7.32,48.08,2.49
6.09,-6.68,4.76,2.16,7.32,36.3,4.02
4.96,-7.38,6.75,1.99,7.33,34.39,1.56
10.38,0.54,2.58,4.33,7.33,62.08,10.96
14.29,-5.85,4.28,2.38,7.33,38.68,3.96
9.82,-0.26,7.22,4.06,7.33,58.61,1.02
10.3,-0.25,7.76,4.07,7.33,58.64,0.86
11.23,-0.14,6.02,4.11,7.33,59.13,2.1
14.22,-1.18,4.76,3.75,7.33,54.77,3.92
14.4,-1.18,4.93,3.76,7.33,54.79,3.54
13.85,1.92,4.88,4.88,7.34,68.49,3.44
10.42,-3.65,5.83,2.97,7.34,45.61,2.24
11.38,-3.86,5.57,2.91,7.34,44.9,2.66
8.66,-0.01,6.96,4.16,7.34,59.65,1.19
10.51,-0.03,5.98,4.16,7.34,59.53,2.16
10.78,-0.28,5.85,4.07,7.34,58.47,2.24
13.44,-1.03,4.59,3.81,7.34,55.35,4.05
6.57,-5.01,5.91,2.57,7.35,41.17,3.47
8.81,-16.57,4.65,0.39,7.35,16.43,4.02
9,1.9,5.78,4.87,7.35,68.35,2.5
10.77,-11.63,3.53,1.15,7.35,24.6,6.76
6.07,-12.25,5.35,1.03,7.35,23.41,3.06
11.49,0.97,4.03,4.52,7.35,63.93,5.63
7.73,-11.66,6.42,1.16,7.35,24.54,1.74
7.68,0.74,6.22,4.44,7.35,62.91,1.91
10.68,-5.42,4.42,2.48,7.35,39.9,4.66
8.52,0.4,5.56,4.32,7.35,61.37,2.73
5.74,-13.44,5,0.79,7.36,21.24,3.92
8.98,-0.01,3.79,4.16,7.36,59.54,5.39
8.6,7.36,4.3,7.36,7.36,100,5.12
19.39,-13.21,6.02,0.91,7.36,21.65,2.22
10.87,-5.34,4.39,2.51,7.36,40.11,4.67
13.12,2.19,4.98,5,7.37,69.71,3.27
5.13,-5.29,5.58,2.51,7.37,40.27,3.62
13.19,0.23,3.52,4.26,7.37,60.57,7.09
19.25,-12.83,5.75,0.98,7.37,22.31,2.62
9.62,-8.03,3.41,1.87,7.37,32.61,7.22
9.39,-8,3.23,1.87,7.37,32.7,7.63
8.91,-14,3.84,0.71,7.38,20.27,6.82
11.36,-16.78,4.75,0.37,7.38,16.12,4.14
20.42,-9.29,3.58,1.61,7.38,29.57,6.92
19.96,-9.63,3.23,1.54,7.38,28.76,7.26
12.81,0.62,3.79,4.4,7.38,62.2,6.42
6.51,-7.4,5.13,2.02,7.38,34.22,3.57
14.15,-1.33,7.47,3.73,7.38,53.99,1.13
12.34,-6.08,3.96,2.35,7.39,37.84,6.4
6.18,-7.29,4.77,2.04,7.39,34.49,4.11
6.28,-7.26,4.88,2.06,7.39,34.59,3.85
9.48,-2.19,5.74,3.44,7.39,50.66,2.34
5.7,-6.9,4.36,2.13,7.4,35.51,4.71
5.92,-6.86,4.86,2.14,7.4,35.63,4.36
5.7,-3.39,3.69,3.07,7.4,46.34,6.51
5.72,-3.41,3.59,3.06,7.4,46.25,6.56
4.37,-0.72,4.47,3.93,7.4,56.4,4.7
13.16,-0.89,5.65,3.89,7.4,55.68,2.69
12.64,-3.36,5.86,3.1,7.41,46.4,2.21
4.36,-0.61,4.26,3.97,7.41,56.81,4.75
8.02,-0.08,7.39,4.18,7.41,59.03,0.99
13.39,-1.15,5.37,3.81,7.41,54.61,2.89
15.06,-1.6,5.17,3.66,7.41,52.86,2.84
7.17,-1.66,6.58,3.63,7.42,52.57,1.77
18.76,-10.54,4.04,1.39,7.42,26.7,5.54
7.96,0.76,6.44,4.48,7.42,62.67,1.79
8.16,0.69,6.57,4.46,7.42,62.38,1.71
14.96,-1.39,6.46,3.73,7.42,53.59,2.07
11.62,-16.39,4.67,0.46,7.43,16.59,4.46
14.25,-0.07,4.56,4.17,7.43,59,5.3
8.17,0.1,7.7,4.25,7.43,59.75,0.82
11.53,0.1,6,4.25,7.43,59.72,1.95
10.11,-16.61,4.37,0.43,7.44,16.28,5.11
10.79,-15.79,4.14,0.54,7.44,17.43,5.44
11.66,-15.92,4.44,0.52,7.44,17.24,4.36
3.94,-8.16,4.77,1.85,7.44,32.15,3.89
11.88,6.14,4.97,6.79,7.44,91.47,4.16
6.37,-7.47,5.1,2.03,7.44,33.91,3.53
10.71,-0.26,6.74,4.13,7.44,58.14,1.48
7.74,-3.86,6.23,2.98,7.45,44.56,1.64
13.78,1.93,4.78,4.94,7.45,68.04,3.74
11.72,-3.55,5.58,3.06,7.45,45.6,2.8
5.73,-9.9,5.74,1.52,7.46,28.02,2.63
11.71,6.25,4.5,6.85,7.46,92.07,4.75
7.76,-5.8,5.5,2.43,7.47,38.46,2.45
6.59,-4.92,4.67,2.68,7.47,41.1,4.9
6.48,-2.97,5.35,3.25,7.47,47.57,3.32
8.42,-13.95,3.68,0.78,7.48,20.22,6.78
5.91,-3.36,3.73,3.12,7.48,46.17,6.52
9.69,-2.05,5.27,3.54,7.48,50.85,3.19
8.7,7.49,5.06,7.5,7.49,100,3.78
14.91,-3.04,4.61,3.25,7.49,47.28,4.23
4.16,-0.26,4.24,4.14,7.49,57.95,5.5
4.19,-0.19,4.34,4.16,7.49,58.24,5.28
4.41,-0.73,4.49,3.97,7.49,56.01,4.92
10.29,-10,3.64,-0.35,7.5,34.6,1.02
12.3,-3.4,5.84,3.14,7.5,45.97,2.38
10.56,0.38,2.72,4.37,7.5,60.63,11.15
5.54,-2.93,7.01,3.27,7.5,47.6,1.54
13.79,-0.93,5.59,3.93,7.5,55.15,2.82
12.01,-3.5,5.66,3.11,7.51,45.61,2.74
12.12,-0.77,7.03,4,7.51,55.76,0.87
4.47,-0.58,4.65,4.03,7.51,56.57,4.03
8.65,0.57,6.59,4.46,7.51,61.46,1.84
9.66,-2.03,5.31,3.55,7.51,50.82,3.26
14.79,-1.29,6.67,3.82,7.51,53.66,1.61
14.18,-1.04,5.18,3.89,7.51,54.68,3.17
9.49,1.69,5.95,4.89,7.52,66.58,2.5
11.12,-16.51,4.58,0.5,7.53,16.32,4.56
5.11,-5.34,6.49,2.59,7.53,39.65,1.93
8.72,7.52,5.11,7.53,7.53,99.89,3.83
9.46,-1.28,5.93,3.83,7.53,53.67,2.81
14.96,-2.97,5.05,3.29,7.53,47.37,3.53
10.66,-0.08,7.14,4.23,7.53,58.54,1.19
4.37,-7.24,6.79,2.14,7.53,34.3,1.65
8.15,-13.56,4.09,0.87,7.54,20.79,6.28
10.51,-16.34,4.47,0.53,7.54,16.53,5.01
5.05,-4.97,4.8,2.69,7.54,40.74,4.56
6.2,-11.52,5.52,1.24,7.55,24.49,3.26
13.95,-11.34,3.35,1.29,7.55,24.84,7.15
13.47,-0.94,8.05,3.96,7.55,54.92,0.89
10.78,0.24,2.95,4.34,7.56,59.81,11.05
5.56,-9.88,5.42,1.58,7.56,27.87,3.21
18.13,-3.71,2.55,3.09,7.57,44.69,9.69
5.94,-7.67,5.2,2.06,7.57,33.1,3.96
4.41,-0.67,4.61,4.04,7.57,55.94,4.77
11.49,0.11,5.76,4.33,7.58,59.15,3.09
15.04,-1.42,5.44,3.81,7.58,52.95,2.54
9.91,4.94,5.83,6.3,7.59,83.31,2.36
14.81,-1.14,6.95,3.91,7.59,53.97,1.49
8.01,-11.72,6.8,1.28,7.59,24.02,1.65
11.97,-0.07,6.24,4.28,7.59,58.35,2.24
5.24,-2.93,7.3,3.32,7.6,47.29,1.21
14.89,-6.41,4.89,2.39,7.6,36.36,3.97
4.26,-0.2,4.43,4.21,7.6,57.77,5.53
9.98,1.6,5.83,4.9,7.61,65.75,2.81
9.16,0.29,6.65,4.41,7.61,59.82,1.89
9.17,-14.71,4.14,0.75,7.62,18.82,6.77
14.27,-11.53,3.86,1.3,7.62,24.34,6.91
11.95,6.39,5.04,7,7.62,91.89,3.9
11.96,6.26,5,6.93,7.62,91.09,4.4
6.79,-7.24,6.1,2.19,7.62,34.09,2.73
19.83,-12.72,6.72,1.14,7.62,22.14,1.89
6.17,-13.48,4.95,0.94,7.63,20.8,4.55
5.93,-9.91,6.44,1.61,7.63,27.66,2.18
6.81,-12.48,5.79,1.16,7.63,22.55,3.04
9.45,1.02,5.82,4.69,7.63,63,2.18
7.83,-13.57,3.93,0.93,7.64,20.64,6.56
6.96,-3.32,3.94,3.23,7.64,45.81,6.4
11.8,-2.39,6.48,3.53,7.65,49.05,1.55
5.07,-4.94,5,2.76,7.65,40.52,3.94
11.56,-11.48,3.69,1.36,7.66,24.38,7.16
4.27,-0.12,4.45,4.28,7.66,57.87,5.41
4.31,-0.07,4.41,4.29,7.66,58.07,5.59
4.44,-0.49,4.66,4.15,7.66,56.37,5
10.37,-10.81,5.48,1.44,7.67,25.69,2.94
9.37,0.45,6.84,4.51,7.67,60.23,1.82
10.86,-11.16,4.9,1.38,7.68,24.97,4.42
8.72,7.64,5.13,7.66,7.68,99.76,4.09
14.25,1.96,5.38,5.08,7.68,67.13,3.09
16.4,-6.59,4.88,2.39,7.68,35.67,4.57
6.16,0.62,7.36,4.57,7.68,60.98,1.25
7.25,-1.72,7.02,3.76,7.69,51.38,1.58
10.38,1.56,6.01,4.93,7.69,65.17,2.69
4.44,-0.59,4.62,4.13,7.69,55.82,4.93
8.88,0.7,6.6,4.61,7.69,61.27,1.85
9.14,0.57,6.3,4.56,7.69,60.69,2.24
14.57,-1.73,7.1,3.77,7.69,51.36,1.6
-0.53,-12.49,0.27,-2.59,7.7,34.64,1.33
14.7,-0.25,4.71,4.26,7.7,57.18,5.07
6.66,-3.05,5.49,3.35,7.7,46.54,3.53
5.12,-2.88,6.88,3.39,7.7,47.13,1.58
14.5,-11.34,4.05,1.39,7.71,24.57,6.68
12.94,-9.94,3.86,1.67,7.71,27.45,8.7
8.36,-11.63,6.81,1.37,7.71,24,1.76
4.48,-7.24,7.04,2.23,7.71,33.89,1.6
6.6,-11.49,5.85,1.34,7.72,24.26,3.32
19.81,-4.4,3.63,2.98,7.72,42.01,8.51
7.18,-13.56,4.19,0.99,7.73,20.52,6.48
5.4,-5.05,6.31,2.78,7.73,39.98,2.31
19.36,-3.98,3.45,3.1,7.73,43.34,8.22
11.39,1.16,4.04,4.79,7.73,63.16,5.88
4.35,-0.04,4.59,4.34,7.73,57.94,5.45
15.16,-0.99,6.13,4.04,7.73,54.08,2.45
6.26,-6.91,5.35,2.32,7.74,34.69,4.22
6.83,-5.41,4.76,2.7,7.74,38.86,5.24
12.53,-9.66,4.31,1.74,7.74,28.02,6.14
12.9,-9.81,4.25,1.71,7.74,27.67,6.77
4.25,-7.69,5.1,2.12,7.74,32.65,5.92
8.23,-7.23,4.76,2.25,7.75,33.83,5.85
4.44,-0.37,4.75,4.24,7.75,56.5,4.9
10.23,0.72,6.78,4.65,7.75,61.11,1.93
8.7,7.7,5.4,7.72,7.76,99.56,3.8
5.69,-3.07,7.87,3.37,7.76,46.28,1.36
10.47,-8.04,3.83,2.08,7.76,31.72,6.99
14.25,-3.05,5.27,3.4,7.79,46.25,4.28
10.66,1.55,5.88,4.97,7.79,64.68,3.04
12.15,-1.16,6.17,4.01,7.8,53.13,2.15
14.67,-11.6,4.14,1.39,7.8,23.92,7.25
9.8,0.24,6.11,4.5,7.8,58.85,2.61
10.12,0.08,5.8,4.44,7.8,58.18,3.22
5.35,-5.14,6.39,2.81,7.81,39.48,2.18
9.9,-2.31,5.92,3.64,7.81,48.81,3
6.83,-13.94,4.57,0.98,7.82,19.78,5.48
14.09,1.61,5.53,5.01,7.82,64.86,3.82
19.58,-12.85,5.84,1.23,7.82,21.6,3.25
19.61,-12.6,6.08,1.28,7.82,22.04,2.49
9.42,-15.62,4.69,0.74,7.83,17.21,5.16
14.42,1.72,5.45,5.06,7.83,65.35,3.35
13.88,-0.79,7.92,4.16,7.83,54.51,0.99
6.81,-3.14,5.67,3.4,7.83,45.84,3.46
14.79,-1.9,6.08,3.77,7.84,50.18,2.27
6.03,-7.65,5.26,2.22,7.84,32.54,4.16
4.4,-0.21,4.99,4.34,7.84,56.81,4.67
8.71,7.76,5.31,7.81,7.85,99.38,4.09
8.68,7.74,5.46,7.79,7.85,99.21,3.82
20.63,-9.12,4.15,1.91,7.85,29,6.27
13.12,-0.8,7.7,4.16,7.85,54.37,0.8
4.42,-0.04,4.67,4.4,7.85,57.5,5.8
9.78,0.78,6.96,4.72,7.85,60.96,1.69
10.01,0.82,6.86,4.74,7.85,61.16,1.79
11.97,0.38,6.14,4.57,7.85,59.2,2.47
6.26,0.6,7.49,4.65,7.86,60.15,1.35
8.74,-11.63,7.6,1.46,7.87,23.74,1.34
7.31,-1.94,6.98,3.79,7.88,49.92,1.73
7.38,-1.98,6.93,3.78,7.88,49.77,1.71
13.22,-3.35,5.85,3.37,7.88,44.95,3.24
15.71,-3.35,5.24,3.36,7.88,44.98,3.76
9.87,-1.86,5.74,3.81,7.88,50.21,2.83
-4.39,-17.7,-6.01,-7.39,7.89,34.67,1.14
5.59,-4.73,6.9,2.96,7.89,40.52,1.78
5.79,-4.63,6.91,2.99,7.89,40.83,1.81
6.12,-3.9,6.95,3.19,7.89,43.12,2.15
10.35,-2.05,6.35,3.77,7.89,49.48,2.46
11.26,-2.19,5.67,3.73,7.89,48.97,3.59
11.15,1.48,6.19,5,7.89,63.94,2.89
7.31,-11.98,6.38,1.39,7.89,23.05,2.78
4.98,-7.16,7.11,2.36,7.89,33.66,1.59
5.93,-4.33,6.78,3.07,7.9,41.73,1.9
5.4,-7.48,6.7,2.29,7.9,32.83,2.63
10.76,-2.17,5.75,3.74,7.9,49,3.36
12.6,-3.18,5.43,3.43,7.9,45.49,3.94
15.69,-3.92,5.4,3.22,7.9,43,4.41
15.19,-1.5,6.77,3.96,7.9,51.48,2.03
8.96,-1.64,4.03,3.91,7.91,50.92,6.5
10.6,-1.46,5.85,3.98,7.91,51.6,2.57
15.2,-0.74,6.43,4.21,7.91,54.38,2.15
13.71,-5.82,4.41,2.71,7.92,37.23,6.9
6.98,-3.13,5.82,3.45,7.92,45.59,3.45
5.42,-8.14,6.68,2.15,7.93,31.15,1.52
7.04,-5.48,4.71,2.78,7.93,38.18,5.8
13.45,-9.34,4.33,1.91,7.93,28.35,6.84
4.53,0.07,4.69,4.48,7.93,57.58,6
8.72,7.8,5.87,7.87,7.94,99.01,3.25
13.92,1.71,6.17,5.12,7.94,64.77,2.6
11.05,-0.35,3.45,4.33,7.94,55.87,11.71
19.32,-12.97,6.15,1.28,7.94,21.23,2.96
4.44,0.08,4.68,4.5,7.94,57.61,5.7
4.48,0.09,4.61,4.5,7.94,57.66,6.07
4.5,0.07,4.71,4.5,7.94,57.61,5.81
8.72,7.77,5.7,7.86,7.95,98.81,3.57
8.7,7.74,5.03,7.84,7.95,98.6,4.92
5.21,-4.89,5.88,2.94,7.95,39.86,3.53
6.64,-7.22,5.45,2.37,7.96,33.36,4.68
8.74,7.73,4.96,7.84,7.96,98.43,5.29
10.36,5.21,6.05,6.61,7.96,82.74,2.67
8.21,-4.29,7.23,3.14,7.96,41.68,1.92
11.32,-11.03,5.11,1.57,7.97,24.75,4.31
13.32,-0.59,7.9,4.3,7.97,54.77,0.98
2.19,-12.99,0.5,-3.07,7.98,34.69,0.82
11.89,-2.59,5.93,3.65,7.98,47.24,3.18
12.13,-10.59,4.34,1.71,7.98,25.6,6.27
6.95,-7.09,7.12,2.43,7.98,33.64,1.66
12.97,-1.22,6.24,4.09,7.99,52.23,2.47
11.54,-2.46,5.84,3.7,7.99,47.68,3.4
12.24,-2.71,5.8,3.62,7.99,46.82,3.27
19.04,-8.57,4.46,2.11,7.99,29.98,5.47
14.5,1.2,5.95,4.96,8.01,62.16,3.37
14.2,-9.79,4.44,1.86,8.01,27.23,7.25
6.24,-9.87,5.79,1.84,8.01,27.04,3.65
13.46,-9.31,3.34,1.97,8.01,28.26,9
11.09,-0.29,7.23,4.42,8.01,55.82,2.14
12.72,-2.76,6.7,3.62,8.02,46.53,1.92
4.48,-0.05,5.16,4.49,8.02,56.75,5.01
14.41,1.62,6.14,5.13,8.03,63.97,2.77
14.4,-1.32,8.05,4.09,8.03,51.71,0.73
4.44,-0.07,4.99,4.5,8.03,56.64,5.02
11.34,0.2,6.5,4.6,8.03,57.77,2.1
5.3,-7.92,6.85,2.27,8.04,31.45,1.94
14.46,-1.01,8.18,4.19,8.04,52.85,1.23
16.09,-3.58,5.38,3.4,8.05,43.69,3.97
16.93,-6.5,5.19,2.61,8.05,35.04,4.71
11.76,-11.56,4.97,1.52,8.06,23.56,5.44
-2.08,-16.43,-5.2,-6.23,8.06,34.71,1.48
8.8,7.81,5.44,7.92,8.06,98.35,4.47
21.17,-9.8,5.32,1.9,8.06,27.11,4.81
15.17,-0.23,5.04,4.46,8.06,55.86,5.46
14.93,-11.32,4.58,1.6,8.07,24,7.08
7.36,-5.66,5.24,2.81,8.07,37.31,5.12
12.71,0.73,6.02,4.81,8.07,59.85,3.5
7.85,-3.15,4.47,3.51,8.07,45.04,6.19
19.34,-9.1,4.89,2.05,8.07,28.61,5.58
15.14,-1.47,7.44,4.06,8.07,51.01,1.89
7.5,-3.56,6.53,3.41,8.08,43.69,2.36
7.05,-11.35,5.92,1.58,8.09,23.91,3.9
8.79,-4.01,4.63,3.28,8.09,42.19,6.31
20.83,-9.19,4.53,2.04,8.09,28.36,5.38
14.49,-5.48,4.57,2.89,8.09,37.75,7.02
7.39,-2.57,7.05,3.72,8.1,46.93,2.05
20.52,-4.3,3.73,3.22,8.1,41.25,9.22
7.23,-3.22,5.97,3.52,8.1,44.75,3.72
4.5,0.08,5.13,4.59,8.11,56.95,5.13
7.95,-6.31,5.85,2.67,8.12,35.39,3.01
4.58,0.12,4.81,4.61,8.12,57.06,6.14
8.81,7.89,5.36,8,8.13,98.37,5.2
13.61,-2.8,6.64,3.66,8.13,46.07,2.47
12.12,1.51,6.56,5.14,8.13,63.05,2.59
13.28,1.03,6.08,4.95,8.13,60.9,3.39
4.57,0.12,4.86,4.61,8.13,57.03,6.11
11.73,1.75,6.21,5.23,8.14,64.1,2.93
8.7,-3.91,12.24,4.89,8.15,34.73,0.86
7.75,-4.01,6.89,3.32,8.15,42.04,1.97
12.33,1.1,5.97,4.99,8.15,61.13,3.4
13.6,0.95,6.05,4.94,8.15,60.47,3.21
4.83,-0.67,4.92,4.34,8.15,53.78,5.08
9.17,-11.63,7.42,1.63,8.16,23.29,1.59
5.31,-7.34,6.95,2.47,8.17,32.58,1.93
21.35,-9.52,4.65,2.01,8.17,27.5,6.49
8.49,-3.16,4.55,3.56,8.17,44.73,6.8
10.32,1.1,6.26,5,8.17,61.02,2.7
11.43,-1.26,6.37,4.18,8.17,51.41,2.78
8.56,-5.66,6.32,2.87,8.18,37.02,2.42
12.84,-10.11,3.89,1.91,8.18,26.24,7.73
9.14,-5.26,4.35,3,8.19,38.16,7.48
4.53,0.18,5.22,4.67,8.2,57.02,5.34
7.9,-3.99,7.93,3.36,8.21,41.9,1.6
7.48,-2.97,7.36,3.66,8.22,45.21,1.68
6.64,0.47,7.85,4.8,8.22,58.12,1.43
6.49,0.59,8.18,4.84,8.22,58.64,1.06
17.83,-7.55,4.89,2.47,8.24,31.9,6.55
9.68,-11.59,7.69,1.68,8.24,23.23,1.53
15.44,-0.9,5.17,4.32,8.25,52.54,5.37
19.42,-7.67,5.1,2.45,8.25,31.59,5.96
13.64,-1.66,6.71,4.09,8.26,49.66,2.4
9.07,-2.9,4.58,3.69,8.26,45.31,7.22
7.87,-11.69,6.28,1.65,8.26,23.02,3.38
14.74,-9.79,4.99,2.02,8.27,26.75,6.49
5.32,-4.87,6.18,3.12,8.27,39.08,4.21
10.94,-8.25,5.03,2.32,8.27,30.16,5.24
7,-7.17,6.25,2.56,8.28,32.78,3.72
19.87,-11.98,7.3,1.64,8.28,22.45,2.01
7.76,-5.84,5.34,2.89,8.29,36.27,5.56
4.58,0.23,5.32,4.74,8.29,56.86,5.44
4.55,0.19,5.06,4.73,8.3,56.66,5.8
11.12,-1.85,6.52,4.04,8.31,48.81,2.29
-3.5,-17.24,-4.3,-6.97,8.33,34.74,0.74
10.8,5.44,6.99,6.9,8.33,82.02,2.02
13.97,-8.34,5.06,2.36,8.33,29.83,7.09
15.98,-1.73,5.5,4.1,8.33,49.19,5.81
11.21,-8.38,5.28,2.33,8.33,29.73,5.51
17.61,-7.11,4.94,2.63,8.34,32.78,5.83
19.05,-12.01,6.84,1.67,8.34,22.3,2.55
5.34,-5.12,5.95,3.1,8.35,38.15,3.94
5.42,-4.75,6.96,3.2,8.35,39.22,2.95
15.43,-9.71,4.72,2.09,8.37,26.73,7.68
20.83,-4.34,4.24,3.35,8.37,40.38,7.75
8.48,-7.68,5.84,2.49,8.37,31.33,5.43
7.49,-3.35,6.08,3.63,8.37,43.5,3.96
14.65,-1.88,6.5,4.07,8.39,48.43,2.48
13.43,-7.57,4.31,2.56,8.39,31.55,8.21
8.17,-13.57,4.09,-0.9,8.4,25.67,1.01
8.09,-4.45,7.53,3.35,8.42,39.93,1.7
15.92,-1.38,5.49,4.26,8.42,50.13,5.24
10.23,-11.88,7.62,1.73,8.42,22.43,1.75
10.84,-11.93,7.32,1.73,8.42,22.34,2.11
19.97,-12.71,7.1,1.6,8.42,20.98,2.01
6.89,-2.81,7.29,3.81,8.43,45.07,2.37
7.39,-2.79,7.27,3.81,8.43,45.16,2.29
6.99,-9.58,9.36,2.14,8.43,26.9,1.6
14.88,-11.42,5.17,1.79,8.43,23.25,5.89
8.9,8.18,5.84,8.3,8.43,98.29,4.68
8.15,-4.29,7.24,3.4,8.43,40.36,1.81
20.56,-9.64,5.29,2.14,8.43,26.77,5.64
8.43,-11.54,6.65,1.78,8.43,23.03,3.1
11.41,-8.32,5.08,2.4,8.43,29.68,6.5
7.51,-11.36,6.02,1.78,8.44,23.35,4.3
12.21,-11.43,5.02,1.76,8.44,23.22,5.73
6.34,-3.82,7.28,3.51,8.44,41.81,2.22
21.02,-10.01,5.3,2.07,8.44,25.99,5.62
15.83,-5.46,5.2,3.09,8.44,36.93,6.44
14.18,-8.55,4.54,2.38,8.44,29.12,6.93
13.73,-0.89,7.82,4.45,8.44,51.9,1.59
13.06,-7.56,4.93,2.6,8.45,31.43,7.02
7.98,-3.64,6.65,3.58,8.45,42.33,3.31
15.98,-9.64,4.98,2.15,8.46,26.71,7.19
7.71,-3.45,6.24,3.65,8.46,42.9,3.68
7.88,-3.76,7.2,3.56,8.47,41.88,1.88
6.77,-9.92,5.85,2.09,8.47,26.11,4.96
8.93,8.16,6.24,8.32,8.48,97.85,3.79
8.93,8.12,6.11,8.3,8.49,97.56,4.04
8.97,8.06,6.4,8.26,8.49,97.18,3.49
9.03,8.01,6.14,8.25,8.49,96.81,4
9.07,7.96,5.85,8.22,8.5,96.43,4.75
6.78,0.54,7.8,4.97,8.5,57.34,1.72
7.56,-7.18,7.83,2.7,8.5,32.27,1.66
11.61,-11.91,7,1.77,8.5,22.25,2.58
15.14,-11.64,5.33,1.79,8.51,22.72,6.2
12.24,-0.79,6.01,4.52,8.51,52.03,3.89
6.31,-0.66,5.27,4.53,8.51,52.56,5.68
12.82,-11.82,5.34,1.74,8.52,22.38,6.13
10.07,-3.06,4.55,3.79,8.52,43.97,8.13
15.29,-1.21,8.07,4.38,8.52,50.44,1.07
12.2,-0.82,8.15,4.51,8.52,51.88,1.5
19.62,-7.85,5.23,2.57,8.52,30.6,6.3
7.59,-3.71,6.85,3.61,8.53,41.89,2.61
16.35,-5.12,5.16,3.23,8.53,37.68,6.65
14.65,-1.05,8.27,4.44,8.53,51,0.97
14.27,-0.94,7.56,4.48,8.53,51.41,1.58
7.45,-7.8,6.34,2.57,8.55,30.66,4.01
8.18,-5.89,5.77,3.02,8.55,35.47,5.22
16.48,-10.22,5.55,2.09,8.55,25.37,5.9
11.63,-1.88,7,4.17,8.55,47.92,2.3
11.42,-0.72,4.35,4.54,8.56,52.13,11.14
11.23,5.47,7.16,7.03,8.57,80.87,2.24
13.27,-11.71,7.12,1.85,8.57,22.51,2.81
